"";"Bill_shock";"Online_account";"Opt_In_Mail";"Opt_In_Post";"Opt_In_Tel";"MA_Grundversorger";"MA_Erweitert";"MA_Restlich";"Recovered";"Continuous_relationship";"Age";"Consumption";"Annual_account";"DBII";"Minimum_contract_term";"Customer_since_interval";"Contract_start_date_interval";"Longitude";"Latitude";"Inhabitants";"Cluster"
"914";0;0;0;1;0;1;0;0;0;0;78;2329;-5,9;5,8220563329911;24;88;23;47,8123;7,65944;18072;"6"
"915";0;0;0;1;0;1;0;0;0;0;51;5607;-28,52;0,711323720294374;24;94;23;47,9147;7,82312;2254;"6"
"916";0;0;0;1;0;1;0;0;0;0;69;1671;-32,97;5,68667303692505;24;83;25;47,962;7,74013;5969;"6"
"917";0;0;0;1;0;0;1;0;0;0;70;3368;9,63;6,29378172634902;24;87;23;47,6527;8,24516;22160;"7"
"918";0;0;0;1;0;1;0;0;0;0;81;1712;-90,45;5,54214112719914;24;82;23;47,9147;7,82312;2254;"6"
"919";0;0;0;1;0;0;1;0;0;0;66;811;-4,71;7,14766396090535;24;87;13;47,8792;7,66162;5848;"7"
"920";0;0;0;1;0;0;1;0;0;0;58;575;-1,42;7,00399316939891;12;91;13;47,9232;7,68356;17817;"7"
"921";0;0;0;1;0;1;0;0;0;0;71;3359;-29,49;6,29247247531862;24;92;22;47,797;8,03924;1893;"6"
"922";1;0;0;1;0;1;0;0;0;0;79;1805;432,07;5,65300883333334;24;81;24;47,7236;8,29654;5208;"6"
"923";0;0;0;1;0;1;0;0;0;0;55;1303;-17,36;8,15752550732098;12;83;37;47,962;7,74013;5969;"6"
"924";0;0;0;1;0;1;0;0;0;0;65;3948;-10,12;6,94502877622939;24;92;25;47,7723;8,09896;5386;"6"
"925";0;0;0;1;0;0;1;0;0;0;46;784;-369,31;7,78183117178612;12;88;13;47,9232;7,68356;17817;"7"
"926";0;0;0;1;0;1;0;0;0;0;69;3663;14,27;6,42708284040671;24;93;23;47,962;7,74013;5969;"6"
"927";0;0;0;1;0;0;1;0;0;0;59;621;49,99;7,41487295228403;24;82;37;47,9523;7,79368;2732;"7"
"928";0;0;0;1;0;0;1;0;0;0;78;202;-17,07;5,54337458579882;12;82;13;47,9232;7,68356;17817;"7"
"929";1;0;0;1;0;0;1;0;0;0;94;815;52,55;7,97941505217146;12;92;37;47,9232;7,68356;17817;"7"
"930";1;0;0;1;0;0;1;0;0;0;76;2149;92,36;5,82132859869646;24;87;24;47,6527;8,24516;22160;"7"
"931";1;0;1;1;0;1;0;0;0;0;72;1344;51,09;8,26445041174928;12;91;13;47,8545;7,82207;5056;"4"
"932";1;0;0;1;0;1;0;0;0;0;53;5412;616,98;4,29483499250695;24;93;25;47,7745;8,25041;2198;"6"
"933";0;0;0;1;0;0;1;0;0;0;78;739;18,15;7,67668577900913;12;92;37;47,9232;7,68356;17817;"7"
"934";0;0;0;1;0;1;0;0;0;0;38;4985;117,67;7,51374183063692;24;92;18;47,7723;8,09896;5386;"6"
"935";0;0;0;1;0;1;0;0;0;0;48;1399;-50,7;7,37863017308084;12;92;13;47,8709;7,73712;7355;"6"
"936";0;0;0;1;0;1;0;0;0;0;73;3865;44,14;6,89969603788687;24;82;25;47,9106;7,76606;7174;"6"
"937";0;0;0;1;0;1;0;0;0;0;73;2708;15,55;5,99338741501681;24;88;23;47,8589;7,70377;2302;"6"
"938";0;0;0;1;0;0;1;0;0;0;69;676;19,92;7,65020527478172;24;81;13;47,9232;7,68356;17817;"7"
"939";0;0;0;1;0;1;0;0;0;0;52;1220;-9,67;7,94109679346501;12;93;37;47,8709;7,73712;7355;"6"
"940";0;0;0;1;0;1;0;0;0;0;69;1840;-146,42;8,20112108626198;12;81;13;47,962;7,74013;5969;"6"
"941";0;0;0;1;0;1;0;0;0;0;78;4654;31,2;6,89353900377714;24;87;23;47,8123;7,65944;18072;"6"
